id,text,language,emotion,stress_level,stress_score
12715,मुझे बहुत तनाव हो रहा है #2714,Hindi,stress,high,10
12716,मुझे आज बहुत खुशी हो रही है #2715,Hindi,sadness,low,3
12717,मैं कल के लिए उत्साहित हूँ #2716,Hindi,surprise,medium,5
12718,आज मुझे बहुत शांति महसूस हो रही है #2717,Hindi,joy,low,3
12719,आज मुझे बहुत शांति महसूस हो रही है #2718,Hindi,fear,medium,6
12720,मुझे बहुत दबाव महसूस हो रहा है #2719,Hindi,sadness,low,3
12721,मुझे बहुत तनाव हो रहा है #2720,Hindi,sadness,medium,4
12722,मुझे बहुत तनाव हो रहा है #2721,Hindi,stress,low,2
12723,मैं अपने भविष्य को लेकर चिंतित हूँ #2722,Hindi,surprise,high,7
12724,मैं अपने भविष्य को लेकर चिंतित हूँ #2723,Hindi,anger,high,9
12725,मैं अपने काम से परेशान हूँ #2724,Hindi,sadness,low,3
12726,मैं आज बहुत अकेला महसूस कर रहा हूँ #2725,Hindi,stress,medium,6
12727,मैं कल के लिए उत्साहित हूँ #2726,Hindi,joy,medium,5
12728,मुझे आज बहुत खुशी हो रही है #2727,Hindi,anger,high,9
12729,मुझे बहुत तनाव हो रहा है #2728,Hindi,joy,high,9
12730,मैं कल के लिए उत्साहित हूँ #2729,Hindi,surprise,medium,4
12731,मुझे बहुत दबाव महसूस हो रहा है #2730,Hindi,sadness,low,3
12732,आज मुझे बहुत शांति महसूस हो रही है #2731,Hindi,joy,low,2
12733,मैं आज बहुत अकेला महसूस कर रहा हूँ #2732,Hindi,joy,high,9
12734,इस खबर से मैं चौंक गया #2733,Hindi,neutral,medium,4
12735,मैं अपने भविष्य को लेकर चिंतित हूँ #2734,Hindi,surprise,medium,6
12736,मुझे आज बहुत खुशी हो रही है #2735,Hindi,stress,high,8
12737,मुझे बहुत दबाव महसूस हो रहा है #2736,Hindi,joy,high,8
12738,मैं आज बहुत अकेला महसूस कर रहा हूँ #2737,Hindi,anger,low,2
12739,मैं आज बहुत अकेला महसूस कर रहा हूँ #2738,Hindi,fear,high,8
12740,मैं अपने भविष्य को लेकर चिंतित हूँ #2739,Hindi,anger,high,7
12741,मुझे बहुत दबाव महसूस हो रहा है #2740,Hindi,sadness,low,1
12742,इस खबर से मैं चौंक गया #2741,Hindi,stress,medium,5
12743,इस खबर से मैं चौंक गया #2742,Hindi,surprise,low,1
12744,मैं अपने काम से परेशान हूँ #2743,Hindi,neutral,medium,5
12745,मैं अपने काम से परेशान हूँ #2744,Hindi,anger,low,1
12746,मैं कल के लिए उत्साहित हूँ #2745,Hindi,surprise,high,8
12747,मैं अपने भविष्य को लेकर चिंतित हूँ #2746,Hindi,fear,high,9
12748,मैं आज बहुत शांत महसूस कर रहा हूँ #2747,Hindi,neutral,high,9
12749,मुझे बहुत दबाव महसूस हो रहा है #2748,Hindi,surprise,high,10
12750,मुझे अपने एग्जाम की चिंता है #2749,Hindi,fear,low,0
12751,मैं आज बहुत अकेला महसूस कर रहा हूँ #2750,Hindi,joy,high,9
12752,मुझे अपने एग्जाम की चिंता है #2751,Hindi,joy,high,7
12753,मैं कल के लिए उत्साहित हूँ #2752,Hindi,sadness,low,2
12754,मुझे अपने एग्जाम की चिंता है #2753,Hindi,joy,low,0
12755,मुझे बहुत तनाव हो रहा है #2754,Hindi,neutral,high,9
12756,मुझे बहुत तनाव हो रहा है #2755,Hindi,anger,high,7
12757,मुझे बहुत दबाव महसूस हो रहा है #2756,Hindi,stress,low,2
12758,मुझे बहुत दबाव महसूस हो रहा है #2757,Hindi,surprise,low,2
12759,आज मुझे बहुत शांति महसूस हो रही है #2758,Hindi,anger,low,0
12760,मुझे आज बहुत खुशी हो रही है #2759,Hindi,neutral,low,1
12761,मैं आज बहुत अकेला महसूस कर रहा हूँ #2760,Hindi,sadness,medium,5
12762,मैं आज बहुत शांत महसूस कर रहा हूँ #2761,Hindi,surprise,low,2
12763,मुझे बहुत तनाव हो रहा है #2762,Hindi,joy,low,2
12764,मैं कल के लिए उत्साहित हूँ #2763,Hindi,joy,medium,4
12765,आज मुझे बहुत शांति महसूस हो रही है #2764,Hindi,sadness,high,9
12766,मैं कल के लिए उत्साहित हूँ #2765,Hindi,fear,low,3
12767,मैं आज बहुत अकेला महसूस कर रहा हूँ #2766,Hindi,stress,medium,5
12768,मुझे आज बहुत खुशी हो रही है #2767,Hindi,fear,low,0
12769,मुझे बहुत तनाव हो रहा है #2768,Hindi,anger,medium,5
12770,मैं आज बहुत शांत महसूस कर रहा हूँ #2769,Hindi,neutral,medium,5
12771,मुझे बहुत तनाव हो रहा है #2770,Hindi,surprise,high,9
12772,मुझे बहुत गुस्सा आ रहा है #2771,Hindi,neutral,medium,4
12773,मैं आज बहुत शांत महसूस कर रहा हूँ #2772,Hindi,sadness,high,10
12774,मुझे अपने एग्जाम की चिंता है #2773,Hindi,anger,low,0
12775,मुझे बहुत गुस्सा आ रहा है #2774,Hindi,sadness,high,7
12776,मैं कल के लिए उत्साहित हूँ #2775,Hindi,joy,medium,6
12777,इस खबर से मैं चौंक गया #2776,Hindi,neutral,high,7
12778,मुझे अपने एग्जाम की चिंता है #2777,Hindi,anger,low,3
12779,मुझे बहुत तनाव हो रहा है #2778,Hindi,surprise,low,0
12780,मुझे बहुत दबाव महसूस हो रहा है #2779,Hindi,fear,low,3
12781,मुझे बहुत तनाव हो रहा है #2780,Hindi,fear,low,3
12782,आज मुझे बहुत शांति महसूस हो रही है #2781,Hindi,stress,high,10
12783,मुझे बहुत दबाव महसूस हो रहा है #2782,Hindi,neutral,high,9
12784,मैं अपने भविष्य को लेकर चिंतित हूँ #2783,Hindi,neutral,low,1
12785,मैं आज बहुत अकेला महसूस कर रहा हूँ #2784,Hindi,joy,high,8
12786,मैं कल के लिए उत्साहित हूँ #2785,Hindi,anger,low,0
12787,इस खबर से मैं चौंक गया #2786,Hindi,sadness,medium,5
12788,मैं आज बहुत शांत महसूस कर रहा हूँ #2787,Hindi,joy,low,2
12789,मुझे आज बहुत खुशी हो रही है #2788,Hindi,neutral,low,1
